id,amount,activities_time,source
1206,150000.0,2019-11-12,Cash Sale
1095,240.0,2019-11-12,Cash Sale
1303,60.0,2019-11-13,Cash Sale
1092,150.0,2019-11-12,Cash Sale
1729,25560.0,2019-11-19,Cash Sale
1323,1413.0,2019-11-13,Cash Sale
1199,3000.0,2019-11-12,Cash Sale
1238,360.0,2019-11-13,Cash Sale
1215,1200.0,2019-11-12,Cash Sale
1051,6.0,2019-11-09,Cash Sale
1247,99.0,2019-11-13,Cash Sale
1272,1500.0,2019-11-13,Cash Sale
1055,4968.0,2019-11-12,Cash Sale
1262,300.0,2019-11-13,Cash Sale
1051,9.0,2019-11-09,Cash Sale
1051,12.0,2019-11-09,Cash Sale
1051,15.0,2019-11-09,Cash Sale
1051,18.0,2019-11-09,Cash Sale
1208,1761.0,2019-11-12,Cash Sale
1051,30.0,2019-11-09,Cash Sale
1346,105.0,2019-11-14,Cash Sale
1054,3420.0,2019-11-11,Cash Sale
1303,840.0,2019-11-13,Cash Sale
1121,1365.0,2019-11-12,Cash Sale
1773,29400.0,2019-11-20,Cash Sale
1202,876.0,2019-11-13,Cash Sale
1202,11820.0,2019-11-13,Cash Sale
1051,24.0,2019-11-09,Cash Sale
1024,60.0,2019-11-08,Cash Sale
1024,90.0,2019-11-08,Cash Sale
1024,120.0,2019-11-08,Cash Sale
1024,150.0,2019-11-08,Cash Sale
1024,180.0,2019-11-08,Cash Sale
1051,27.0,2019-11-09,Cash Sale
1400,30600.0,2019-11-14,Cash Sale
1051,12.0,2019-11-09,Cash Sale
1140,165.0,2019-11-12,Cash Sale
1119,75000.0,2019-11-12,Cash Sale
1313,780.0,2019-11-13,Cash Sale
1051,21.0,2019-11-09,Cash Sale
1074,660000.0,2019-11-13,Cash Sale
1051,24.0,2019-11-09,Cash Sale
1151,118500.0,2019-11-13,Cash Sale
1437,3450.0,2019-11-15,Cash Sale
1051,255.0,2019-11-09,Cash Sale
1074,30000.0,2019-11-13,Cash Sale
1204,46860.0,2019-11-12,Cash Sale
1051,3.0,2019-11-09,Cash Sale
1108,1800.0,2019-11-12,Cash Sale
1051,18.0,2019-11-09,Cash Sale
1413,600.0,2019-11-16,Cash Sale
1073,30.0,2019-11-13,Cash Sale
1268,150.0,2019-11-13,Cash Sale
1268,309000.0,2019-11-13,Cash Sale
1356,300.0,2019-11-13,Cash Sale
1698,1326.0,2019-11-19,Cash Sale
1493,2400.0,2019-11-17,Cash Sale
1423,240.0,2019-11-15,Cash Sale
1156,150.0,2019-11-12,Cash Sale
1423,600.0,2019-11-15,Cash Sale
1302,240.0,2019-11-13,Cash Sale
1615,1500.0,2019-11-18,Cash Sale
1201,15300.0,2019-11-13,Cash Sale
1952,255.0,2019-11-22,Cash Sale
1201,27405.0,2019-11-13,Cash Sale
1201,8988.0,2019-11-13,Cash Sale
1201,18255.0,2019-11-13,Cash Sale
1482,150.0,2019-11-16,Cash Sale
1307,1650.0,2019-11-14,Cash Sale
1268,30.0,2019-11-16,Cash Sale
1289,360.0,2019-11-15,Cash Sale
1289,2790.0,2019-11-15,Cash Sale
1289,15.0,2019-11-15,Cash Sale
1485,1500.0,2019-11-16,Cash Sale
1073,30.0,2019-11-27,Cash Sale
1327,300.0,2019-11-13,Cash Sale
1073,30.0,2019-11-27,Cash Sale
1310,450.0,2019-11-13,Cash Sale
1289,14445.0,2019-11-13,Cash Sale
1073,30.0,2019-11-27,Cash Sale
2046,15000.0,2019-11-28,Cash Sale
1289,16560.0,2019-11-13,Cash Sale
1289,2790.0,2019-11-13,Cash Sale
1051,3.0,2019-11-09,Cash Sale
1051,6.0,2019-11-09,Cash Sale
1051,24.0,2019-11-09,Cash Sale
1361,1500.0,2019-11-13,Cash Sale
1361,3000.0,2019-11-13,Cash Sale
1361,1500.0,2019-11-14,Cash Sale
1361,2850.0,2019-11-14,Cash Sale
1361,750.0,2019-11-14,Cash Sale
1361,3300.0,2019-11-14,Cash Sale
1277,87.0,2019-11-13,Cash Sale
1051,24.0,2019-11-09,Cash Sale
1420,6000.0,2019-11-15,Cash Sale
1051,3.0,2019-11-09,Cash Sale
1202,309.0,2019-11-13,Cash Sale
1202,687.0,2019-11-13,Cash Sale
1051,6.0,2019-11-09,Cash Sale
1051,9.0,2019-11-09,Cash Sale
1051,9.0,2019-11-09,Cash Sale
1051,21.0,2019-11-09,Cash Sale
1364,60.0,2019-11-13,Cash Sale
1464,16500.0,2019-11-16,Cash Sale
1292,96.0,2019-11-13,Cash Sale
1490,1500.0,2019-11-16,Cash Sale
1489,301980.0,2019-11-16,Cash Sale
1215,1200.0,2019-11-16,Cash Sale
1457,828.0,2019-11-15,Cash Sale
1784,180.0,2019-11-20,Cash Sale
1115,12240.0,2019-11-19,Cash Sale
1364,150.0,2019-11-13,Cash Sale
1314,900.0,2019-11-13,Cash Sale
1364,159.0,2019-11-16,Cash Sale
1586,1500.0,2019-11-18,Cash Sale
1185,432.0,2019-11-16,Cash Sale
2190,120.0,2019-12-05,Cash Sale
2221,3450.0,2019-12-06,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1508,2520.0,2019-11-17,Cash Sale
1508,1500.0,2019-11-17,Cash Sale
1073,642.0,2019-11-17,Cash Sale
1073,450.0,2019-11-17,Cash Sale
2003,750.0,2019-12-02,Cash Sale
1508,1128.0,2019-11-17,Cash Sale
1566,1500.0,2019-11-18,Cash Sale
1073,15.0,2019-11-17,Cash Sale
2105,120.0,2019-12-06,Cash Sale
1334,18360.0,2019-11-13,Cash Sale
1115,30000.0,2019-11-13,Cash Sale
1115,6000.0,2019-11-13,Cash Sale
1115,2100.0,2019-11-13,Cash Sale
1115,9000.0,2019-11-13,Cash Sale
1115,4500.0,2019-11-13,Cash Sale
1548,150.0,2019-11-18,Cash Sale
1351,30000.0,2019-11-13,Cash Sale
1358,87.0,2019-11-14,Cash Sale
1289,14505.0,2019-11-15,Cash Sale
1289,30.0,2019-11-15,Cash Sale
1289,12.0,2019-11-15,Cash Sale
1289,30.0,2019-11-15,Cash Sale
1289,60.0,2019-11-15,Cash Sale
1289,180.0,2019-11-15,Cash Sale
1289,60.0,2019-11-15,Cash Sale
1409,15.0,2019-11-14,Cash Sale
1519,60.0,2019-11-18,Cash Sale
1399,15000.0,2019-11-14,Cash Sale
1399,6000.0,2019-11-14,Cash Sale
1399,324.0,2019-11-14,Cash Sale
1399,750.0,2019-11-14,Cash Sale
1519,405.0,2019-11-18,Cash Sale
1528,1500.0,2019-11-18,Cash Sale
1519,1335.0,2019-11-18,Cash Sale
1388,30.0,2019-11-14,Cash Sale
1403,60.0,2019-11-14,Cash Sale
1390,1950.0,2019-11-15,Cash Sale
1402,3.0,2019-11-14,Cash Sale
1390,1500.0,2019-11-15,Cash Sale
1054,3000.0,2019-11-11,Cash Sale
1054,21.0,2019-11-15,Cash Sale
1519,12534.0,2019-11-18,Cash Sale
1504,300.0,2019-11-17,Cash Sale
1082,300.0,2019-11-12,Cash Sale
1421,1665.0,2019-08-29,Cash Sale
1073,15.0,2019-11-22,Cash Sale
1603,300.0,2019-11-18,Cash Sale
1390,5880.0,2019-11-20,Cash Sale
1421,1560.0,2019-09-28,Cash Sale
1421,477.0,2019-10-01,Cash Sale
1421,75.0,2019-10-15,Cash Sale
1421,1245.0,2019-10-17,Cash Sale
1394,6.0,2019-11-15,Cash Sale
1421,579.0,2019-10-22,Cash Sale
1358,4350.0,2019-11-13,Cash Sale
1421,237.0,2019-10-23,Cash Sale
1421,912.0,2019-10-30,Cash Sale
1327,60.0,2019-11-13,Cash Sale
1434,900.0,2019-11-15,Cash Sale
1427,62370.0,2019-11-15,Cash Sale
1394,15.0,2019-11-15,Cash Sale
1603,1266.0,2019-11-18,Cash Sale
1421,1191.0,2019-09-01,Cash Sale
1421,375.0,2019-09-07,Cash Sale
1073,1140.0,2019-11-27,Cash Sale
1421,375.0,2019-09-12,Cash Sale
1421,1281.0,2019-09-12,Cash Sale
1421,480.0,2019-09-12,Cash Sale
1491,2535.0,2019-11-18,Cash Sale
1377,2250.0,2019-11-14,Cash Sale
1073,330.0,2019-11-17,Cash Sale
1603,60.0,2019-11-18,Cash Sale
1603,900.0,2019-11-18,Cash Sale
1574,11193.0,2019-11-18,Cash Sale
1073,60.0,2019-11-17,Cash Sale
1310,30000.0,2019-11-14,Cash Sale
1273,300.0,2019-11-13,Cash Sale
1421,720.0,2019-09-12,Cash Sale
1421,750.0,2019-09-12,Cash Sale
1421,12000.0,2019-10-06,Cash Sale
1526,378.0,2019-11-18,Cash Sale
1073,1020.0,2019-11-21,Cash Sale
1073,15.0,2019-11-17,Cash Sale
1073,210.0,2019-11-17,Cash Sale
1073,660.0,2019-11-17,Cash Sale
1584,40710.0,2019-11-18,Cash Sale
1429,1500.0,2019-11-15,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1595,3000.0,2019-11-18,Cash Sale
1478,1500.0,2019-11-18,Cash Sale
1569,21348.0,2019-11-18,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1073,1650.0,2019-11-21,Cash Sale
1954,6000.0,2019-11-22,Cash Sale
1591,66.0,2019-11-18,Cash Sale
1918,936.0,2019-11-21,Cash Sale
1951,60.0,2019-11-22,Cash Sale
1414,75000.0,2019-11-14,Cash Sale
1073,510.0,2019-11-22,Cash Sale
1478,1500.0,2019-11-18,Cash Sale
1115,30000.0,2019-11-16,Cash Sale
1115,612000.0,2019-11-16,Cash Sale
1115,3060.0,2019-11-16,Cash Sale
1888,1500.0,2019-11-20,Cash Sale
1115,15300.0,2019-11-19,Cash Sale
1115,18360.0,2019-11-19,Cash Sale
1115,15300.0,2019-11-19,Cash Sale
1115,30600.0,2019-11-19,Cash Sale
1115,270000.0,2019-11-19,Cash Sale
1539,495.0,2019-11-18,Cash Sale
2239,2280.0,2019-12-06,Cash Sale
1236,300.0,2019-11-13,Cash Sale
1236,123.0,2019-11-13,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1073,900.0,2019-11-17,Cash Sale
1073,15.0,2019-11-17,Cash Sale
1073,885.0,2019-11-17,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1073,60.0,2019-11-17,Cash Sale
1073,210.0,2019-11-17,Cash Sale
1073,90.0,2019-11-17,Cash Sale
1073,555.0,2019-11-22,Cash Sale
1073,102.0,2019-11-22,Cash Sale
1315,1500.0,2019-11-13,Cash Sale
1315,757959.0,2019-11-13,Cash Sale
1073,990.0,2019-11-17,Cash Sale
1538,660.0,2019-11-18,Cash Sale
1538,1350.0,2019-11-18,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1073,45.0,2019-11-17,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1073,45.0,2019-11-17,Cash Sale
1073,30.0,2019-11-18,Cash Sale
1073,48.0,2019-11-18,Cash Sale
1073,450.0,2019-11-18,Cash Sale
1073,15.0,2019-11-18,Cash Sale
1073,510.0,2019-11-18,Cash Sale
1073,15.0,2019-11-18,Cash Sale
1073,30.0,2019-11-18,Cash Sale
1073,120.0,2019-11-18,Cash Sale
1073,15.0,2019-11-18,Cash Sale
1073,30.0,2019-11-18,Cash Sale
1073,120.0,2019-11-18,Cash Sale
1550,375.0,2019-11-18,Cash Sale
1073,204.0,2019-11-22,Cash Sale
1478,1500.0,2019-11-19,Cash Sale
1073,75.0,2019-11-22,Cash Sale
1571,876.0,2019-11-18,Cash Sale
1571,141.0,2019-11-18,Cash Sale
1831,30000.0,2019-11-20,Cash Sale
1571,330.0,2019-11-18,Cash Sale
1073,21.0,2019-11-22,Cash Sale
1073,45.0,2019-11-22,Cash Sale
1626,1500.0,2019-11-18,Cash Sale
1531,3000.0,2019-11-18,Cash Sale
2105,1500.0,2019-12-02,Cash Sale
1624,31200.0,2019-11-18,Cash Sale
1593,1494.0,2019-11-18,Cash Sale
1593,189.0,2019-11-18,Cash Sale
1682,600.0,2019-11-19,Cash Sale
1608,1500.0,2019-11-18,Cash Sale
1434,4866.0,2019-11-15,Cash Sale
1390,3060.0,2019-11-20,Cash Sale
1060,300.0,2019-11-13,Cash Sale
1623,1500.0,2019-11-18,Cash Sale
1073,75.0,2019-11-17,Cash Sale
1073,15.0,2019-11-17,Cash Sale
1073,75.0,2019-11-17,Cash Sale
1073,600.0,2019-11-17,Cash Sale
1073,30.0,2019-11-17,Cash Sale
1073,1440.0,2019-11-17,Cash Sale
1073,150.0,2019-11-17,Cash Sale
2094,90.0,2019-12-02,Cash Sale
1073,1200.0,2019-12-02,Cash Sale
2061,1500.0,2019-11-29,Cash Sale
1073,780.0,2019-12-02,Cash Sale
1368,15.0,2019-11-18,Cash Sale
1368,165.0,2019-11-18,Cash Sale
1510,7656.0,2019-11-18,Cash Sale
1625,1500.0,2019-11-18,Cash Sale
1073,60.0,2019-12-02,Cash Sale
2062,120.0,2019-11-29,Cash Sale
2062,300.0,2019-11-29,Cash Sale
1073,135.0,2019-11-25,Cash Sale
1073,750.0,2019-11-25,Cash Sale
1073,45.0,2019-11-25,Cash Sale
1073,300.0,2019-11-25,Cash Sale
1073,240.0,2019-11-25,Cash Sale
1073,18.0,2019-11-29,Cash Sale
1073,180.0,2019-11-29,Cash Sale
1073,90.0,2019-11-29,Cash Sale
1625,15000.0,2019-11-18,Cash Sale
1398,1800.0,2019-11-15,Cash Sale
1073,6.0,2019-11-25,Cash Sale
1581,1500.0,2019-11-18,Cash Sale
1686,21132.0,2019-11-19,Cash Sale
1694,1518.0,2019-11-19,Cash Sale
2021,1038.0,2019-11-27,Cash Sale
1284,0.0,2019-11-23,Cash Sale
1683,2160.0,2019-11-19,Cash Sale
1553,2577.0,2019-11-18,Cash Sale
1073,12.0,2019-11-19,Cash Sale
1649,6543.0,2019-11-19,Cash Sale
1073,36.0,2019-11-23,Cash Sale
1073,630.0,2019-11-23,Cash Sale
1073,30.0,2019-11-23,Cash Sale
1738,72.0,2019-11-20,Cash Sale
1073,30.0,2019-11-23,Cash Sale
1657,1500.0,2019-11-19,Cash Sale
1657,1374780.0,2019-11-19,Cash Sale
1895,60.0,2019-11-22,Cash Sale
1685,30.0,2019-11-19,Cash Sale
1685,45.0,2019-11-19,Cash Sale
1685,60.0,2019-11-19,Cash Sale
2039,18000.0,2019-12-01,Cash Sale
1073,270.0,2019-11-22,Cash Sale
1633,3999.0,2019-11-19,Cash Sale
1492,60.0,2019-11-18,Cash Sale
1571,1110.0,2019-11-18,Cash Sale
1073,1470.0,2019-11-22,Cash Sale
1073,30.0,2019-11-22,Cash Sale
1073,12.0,2019-11-23,Cash Sale
1571,1110.0,2019-11-18,Cash Sale
1965,0.0,2019-11-23,Cash Sale
1571,1242.0,2019-11-18,Cash Sale
1571,330.0,2019-11-18,Cash Sale
1571,927.0,2019-11-18,Cash Sale
1571,105.0,2019-11-18,Cash Sale
1961,1950.0,2019-11-23,Cash Sale
1073,360.0,2019-11-23,Cash Sale
1902,1500.0,2019-11-20,Cash Sale
1073,930.0,2019-11-23,Cash Sale
1073,600.0,2019-11-23,Cash Sale
1684,6000.0,2019-11-19,Cash Sale
1073,252.0,2019-11-23,Cash Sale
1073,1200.0,2019-11-20,Cash Sale
1073,60.0,2019-11-23,Cash Sale
1571,600.0,2019-11-18,Cash Sale
1663,1500.0,2019-11-19,Cash Sale
1629,390.0,2019-11-18,Cash Sale
1571,330.0,2019-11-18,Cash Sale
1612,1500.0,2019-11-18,Cash Sale
1663,540.0,2019-11-19,Cash Sale
1663,240.0,2019-11-19,Cash Sale
1571,210.0,2019-11-18,Cash Sale
1571,2541.0,2019-11-18,Cash Sale
1571,795.0,2019-11-18,Cash Sale
1571,438.0,2019-11-18,Cash Sale
1571,603.0,2019-11-18,Cash Sale
1571,3000.0,2019-11-18,Cash Sale
1663,900.0,2019-11-19,Cash Sale
1663,75.0,2019-11-19,Cash Sale
1756,1095.0,2019-11-20,Cash Sale
1663,240.0,2019-11-19,Cash Sale
1924,1018440.0,2019-11-22,Cash Sale
1664,1500.0,2019-11-19,Cash Sale
1664,1500.0,2019-11-19,Cash Sale
1073,420.0,2019-11-23,Cash Sale
1073,180.0,2019-11-23,Cash Sale
1073,60.0,2019-11-21,Cash Sale
1073,930.0,2019-11-23,Cash Sale
1073,60.0,2019-11-21,Cash Sale
1073,270.0,2019-11-21,Cash Sale
1073,750.0,2019-11-21,Cash Sale
1073,1560.0,2019-11-21,Cash Sale
1073,1470.0,2019-11-21,Cash Sale
1073,810.0,2019-11-21,Cash Sale
2105,1215.0,2019-12-02,Cash Sale
1663,2550.0,2019-11-19,Cash Sale
1073,330.0,2019-11-23,Cash Sale
1073,1800.0,2019-11-21,Cash Sale
2239,6000.0,2019-12-06,Cash Sale
1073,42.0,2019-11-25,Cash Sale
2030,3000.0,2019-11-27,Cash Sale
1073,480.0,2019-11-25,Cash Sale
1115,62550.0,2019-11-15,Cash Sale
1115,19890.0,2019-11-16,Cash Sale
1115,30000.0,2019-11-16,Cash Sale
2163,300.0,2019-12-06,Cash Sale
1928,243.0,2019-11-21,Cash Sale
1073,30.0,2019-11-25,Cash Sale
1073,1770.0,2019-11-25,Cash Sale
2244,1500.0,2019-12-06,Cash Sale
2255,150.0,2019-12-07,Cash Sale
2264,159.0,2019-12-07,Cash Sale
2261,6.0,2019-12-07,Cash Sale
2261,3.0,2019-12-07,Cash Sale
1540,10029.0,2019-11-18,Cash Sale
1701,1500.0,2019-11-19,Cash Sale
1198,900.0,2019-11-12,Cash Sale
1295,90.0,2019-11-13,Cash Sale
1295,42.0,2019-11-13,Cash Sale
1571,240.0,2019-11-18,Cash Sale
1571,600.0,2019-11-18,Cash Sale
1073,900.0,2019-11-20,Cash Sale
1073,150.0,2019-11-20,Cash Sale
1691,1500.0,2019-11-19,Cash Sale
1073,150.0,2019-11-20,Cash Sale
1073,90.0,2019-11-20,Cash Sale
1734,375.0,2019-11-19,Cash Sale
1073,30.0,2019-11-20,Cash Sale
1073,1860.0,2019-11-20,Cash Sale
1073,240.0,2019-11-20,Cash Sale
1073,15.0,2019-11-21,Cash Sale
1073,240.0,2019-11-19,Cash Sale
1571,570.0,2019-11-18,Cash Sale
1073,450.0,2019-11-19,Cash Sale
1755,450.0,2019-11-28,Cash Sale
2105,495.0,2019-12-02,Cash Sale
1918,13929.0,2019-11-21,Cash Sale
1073,18.0,2019-11-19,Cash Sale
1073,450.0,2019-11-19,Cash Sale
1544,30.0,2019-11-20,Cash Sale
1124,885.0,2019-11-26,Cash Sale
1073,780.0,2019-11-19,Cash Sale
1571,330.0,2019-11-18,Cash Sale
1073,60.0,2019-11-19,Cash Sale
1073,30.0,2019-11-19,Cash Sale
1386,59760.0,2019-11-21,Cash Sale
1571,105.0,2019-11-18,Cash Sale
1073,390.0,2019-11-19,Cash Sale
1571,690.0,2019-11-18,Cash Sale
1073,120.0,2019-11-19,Cash Sale
1571,840.0,2019-11-18,Cash Sale
1073,600.0,2019-11-23,Cash Sale
1073,45.0,2019-11-23,Cash Sale
1073,30.0,2019-11-23,Cash Sale
1073,15.0,2019-11-23,Cash Sale
1073,540.0,2019-11-19,Cash Sale
1073,450.0,2019-11-19,Cash Sale
1073,315.0,2019-11-23,Cash Sale
1740,60.0,2019-11-20,Cash Sale
1130,15000.0,2019-11-20,Cash Sale
1073,60.0,2019-11-23,Cash Sale
1073,120.0,2019-11-19,Cash Sale
1774,600.0,2019-11-21,Cash Sale
2022,2208.0,2019-11-28,Cash Sale
1740,150.0,2019-11-20,Cash Sale
1768,30.0,2019-10-14,Cash Sale
1740,60000.0,2019-11-20,Cash Sale
1073,18.0,2019-11-23,Cash Sale
2035,6738.0,2019-11-28,Cash Sale
1695,25875.0,2019-12-01,Cash Sale
1073,45.0,2019-11-19,Cash Sale
1073,15.0,2019-11-19,Cash Sale
1073,300.0,2019-11-19,Cash Sale
1073,360.0,2019-11-19,Cash Sale
1073,1305.0,2019-11-19,Cash Sale
1073,1425.0,2019-12-02,Cash Sale
1429,165414.0,2019-12-02,Cash Sale
2105,1320.0,2019-12-02,Cash Sale
1073,60.0,2019-11-19,Cash Sale
1073,90.0,2019-11-19,Cash Sale
1073,1260.0,2019-11-19,Cash Sale
1073,300.0,2019-11-19,Cash Sale
2105,3975.0,2019-12-02,Cash Sale
1073,750.0,2019-11-20,Cash Sale
1571,390.0,2019-11-18,Cash Sale
1571,870.0,2019-11-18,Cash Sale
1571,840.0,2019-11-18,Cash Sale
1571,930.0,2019-11-18,Cash Sale
1571,405.0,2019-11-18,Cash Sale
1571,435.0,2019-11-18,Cash Sale
1571,555.0,2019-11-18,Cash Sale
1571,456.0,2019-11-18,Cash Sale
1571,492.0,2019-11-18,Cash Sale
1571,705.0,2019-11-18,Cash Sale
1073,660.0,2019-11-20,Cash Sale
2105,750.0,2019-12-02,Cash Sale
1073,90.0,2019-11-25,Cash Sale
1073,135.0,2019-11-25,Cash Sale
2105,2025.0,2019-12-02,Cash Sale
1429,4083.0,2019-12-02,Cash Sale
2105,555.0,2019-12-02,Cash Sale
1073,600.0,2019-11-27,Cash Sale
1073,1800.0,2019-11-27,Cash Sale
1073,30.0,2019-11-27,Cash Sale
1073,630.0,2019-11-27,Cash Sale
1073,330.0,2019-11-27,Cash Sale
1073,720.0,2019-11-27,Cash Sale
1073,525.0,2019-11-27,Cash Sale
1073,600.0,2019-11-27,Cash Sale
1073,150.0,2019-11-27,Cash Sale
1115,240000.0,2019-11-19,Cash Sale
1115,135000.0,2019-11-19,Cash Sale
1115,135000.0,2019-11-19,Cash Sale
1115,120000.0,2019-11-19,Cash Sale
1115,48600.0,2019-11-19,Cash Sale
1115,60000.0,2019-11-19,Cash Sale
1115,3060.0,2019-11-20,Cash Sale
1115,6120.0,2019-11-20,Cash Sale
1115,75000.0,2019-11-20,Cash Sale
1115,6120.0,2019-11-21,Cash Sale
1115,6720.0,2019-11-21,Cash Sale
1115,3060.0,2019-11-21,Cash Sale
1115,3060.0,2019-11-21,Cash Sale
2163,300.0,2019-12-07,Cash Sale
1115,3060.0,2019-11-21,Cash Sale
1115,1215.0,2019-11-21,Cash Sale
1115,15000.0,2019-11-21,Cash Sale
1115,15000.0,2019-11-21,Cash Sale
1115,6120.0,2019-11-21,Cash Sale
1115,12240.0,2019-11-21,Cash Sale
1115,3060.0,2019-11-21,Cash Sale
1073,60.0,2019-11-24,Cash Sale
1309,660.0,2019-11-13,Cash Sale
2045,1320.0,2019-11-28,Cash Sale
1801,1500.0,2019-11-20,Cash Sale
1309,1770.0,2019-11-13,Cash Sale
1073,750.0,2019-11-22,Cash Sale
1073,960.0,2019-11-22,Cash Sale
1309,258.0,2019-11-13,Cash Sale
1073,60.0,2019-11-24,Cash Sale
1073,6.0,2019-11-24,Cash Sale
1073,114.0,2019-11-24,Cash Sale
1073,45.0,2019-11-24,Cash Sale
1073,15.0,2019-11-24,Cash Sale
1073,150.0,2019-11-24,Cash Sale
1952,750.0,2019-11-24,Cash Sale
1948,180840.0,2019-11-22,Cash Sale
1073,15.0,2019-11-24,Cash Sale
1073,75.0,2019-11-24,Cash Sale
1073,45.0,2019-11-24,Cash Sale
1073,45.0,2019-11-24,Cash Sale
1073,60.0,2019-11-24,Cash Sale
1115,30000.0,2019-11-22,Cash Sale
1115,1680.0,2019-11-23,Cash Sale
1073,30.0,2019-11-24,Cash Sale
1073,180.0,2019-11-24,Cash Sale
1073,405.0,2019-11-24,Cash Sale
2038,1029.0,2019-11-28,Cash Sale
1115,15300.0,2019-11-22,Cash Sale
1974,135.0,2019-11-24,Cash Sale
1922,150.0,2019-12-06,Cash Sale
2034,150.0,2019-11-28,Cash Sale
1073,225.0,2019-12-02,Cash Sale
1073,705.0,2019-12-02,Cash Sale
1073,93.0,2019-12-02,Cash Sale
1073,60.0,2019-12-02,Cash Sale
1073,90.0,2019-11-25,Cash Sale
1073,90.0,2019-11-25,Cash Sale
1073,330.0,2019-11-25,Cash Sale
1073,6.0,2019-11-25,Cash Sale
1073,330.0,2019-11-25,Cash Sale
1073,780.0,2019-11-25,Cash Sale
1073,30.0,2019-11-25,Cash Sale
2046,15000.0,2019-11-28,Cash Sale
2044,1590.0,2019-11-28,Cash Sale
2034,1500.0,2019-11-28,Cash Sale
1071,19008.0,2019-11-22,Cash Sale
1071,9000.0,2019-11-22,Cash Sale
1940,102.0,2019-11-22,Cash Sale
1073,270.0,2019-12-02,Cash Sale
1073,30.0,2019-12-02,Cash Sale
1988,18000.0,2019-11-25,Cash Sale
1640,150.0,2019-11-19,Cash Sale
1309,840.0,2019-11-13,Cash Sale
2243,1500.0,2019-12-06,Cash Sale
2243,13500.0,2019-12-06,Cash Sale
1073,180.0,2019-11-25,Cash Sale
1073,180.0,2019-11-25,Cash Sale
1073,75.0,2019-11-25,Cash Sale
1073,75.0,2019-11-25,Cash Sale
1073,810.0,2019-11-25,Cash Sale
1073,54.0,2019-11-25,Cash Sale
1073,600.0,2019-11-28,Cash Sale
1073,180.0,2019-11-28,Cash Sale
1073,15.0,2019-11-28,Cash Sale
1073,945.0,2019-11-28,Cash Sale
2243,42.0,2019-12-06,Cash Sale
1073,6.0,2019-11-26,Cash Sale
1073,30.0,2019-11-26,Cash Sale
1073,60.0,2019-11-26,Cash Sale
1073,48.0,2019-11-26,Cash Sale
1073,210.0,2019-11-26,Cash Sale
